Name,Team,Opponent,Stat,Line,Date,Time,Sport
XeeDo,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,05:30am,CS2
Aliot,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,05:30am,CS2
xdENiSZERA,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Headshots,16.5,2024-12-19,05:30am,CS2
dwushka,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Headshots,19.0,2024-12-19,05:30am,CS2
shady,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Headshots,10.5,2024-12-19,05:30am,CS2
spirit,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Headshots,16.5,2024-12-19,05:30am,CS2
KusMe,FORZE Reload,K27 MAPS 1-2,MAPS 1-2 Headshots,15.5,2024-12-19,05:30am,CS2
relaxxie,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Headshots,15.0,2024-12-19,05:30am,CS2
kashl1d,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Headshots,10.5,2024-12-19,05:30am,CS2
XeeDo,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Headshots,15.0,2024-12-19,05:30am,CS2
Aliot,K27,FORZE Reload MAPS 1-2,MAPS 1-2 Headshots,11.0,2024-12-19,05:30am,CS2
kensizor,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,36.5,2024-12-19,06:00am,CS2
s4ltovsk1yy,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,06:00am,CS2
amster,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,06:00am,CS2
nifee,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,06:00am,CS2
byr9,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,06:00am,CS2
kroK,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,06:00am,CS2
kiR,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,06:00am,CS2
suma,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,06:00am,CS2
ANSG1,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,06:00am,CS2
Zanto,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Kills,24.5,2024-12-19,06:00am,CS2
kensizor,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,22.0,2024-12-19,06:00am,CS2
s4ltovsk1yy,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,12.0,2024-12-19,06:00am,CS2
amster,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,13.5,2024-12-19,06:00am,CS2
nifee,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,17.5,2024-12-19,06:00am,CS2
byr9,kONO,Astralis Talent MAPS 1-2,MAPS 1-2 Headshots,15.5,2024-12-19,06:00am,CS2
kroK,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Headshots,17.5,2024-12-19,06:00am,CS2
kiR,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Headshots,18.5,2024-12-19,06:00am,CS2
suma,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Headshots,14.5,2024-12-19,06:00am,CS2
ANSG1,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Headshots,11.0,2024-12-19,06:00am,CS2
Zanto,Astralis Talent,kONO MAPS 1-2,MAPS 1-2 Headshots,13.5,2024-12-19,06:00am,CS2
ryu,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Kills,35.5,2024-12-19,08:30am,CS2
leen,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,08:30am,CS2
Gizmy,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,08:30am,CS2
shield,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,08:30am,CS2
fnl,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,08:30am,CS2
MaSvAl,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,08:30am,CS2
tENZY,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,08:30am,CS2
OWNER,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,08:30am,CS2
El1an,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,08:30am,CS2
sh1nejezzz,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,08:30am,CS2
ryu,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Headshots,20.5,2024-12-19,08:30am,CS2
leen,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,08:30am,CS2
Gizmy,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Headshots,15.0,2024-12-19,08:30am,CS2
shield,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Headshots,8.5,2024-12-19,08:30am,CS2
fnl,Monte Gen,Betera MAPS 1-2,MAPS 1-2 Headshots,16.5,2024-12-19,08:30am,CS2
MaSvAl,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Headshots,17.5,2024-12-19,08:30am,CS2
tENZY,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,08:30am,CS2
OWNER,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Headshots,15.0,2024-12-19,08:30am,CS2
El1an,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Headshots,8.5,2024-12-19,08:30am,CS2
sh1nejezzz,Betera,Monte Gen MAPS 1-2,MAPS 1-2 Headshots,16.5,2024-12-19,08:30am,CS2
Djon8,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Kills,34.5,2024-12-19,11:30am,CS2
yuramyata,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Kills,32.5,2024-12-19,11:30am,CS2
h1ghnesS,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,11:30am,CS2
SoLb,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,11:30am,CS2
takanashi,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,11:30am,CS2
Melavi,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Kills,31.5,2024-12-19,11:30am,CS2
chudy,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,11:30am,CS2
Enzo,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,11:30am,CS2
Nami,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,11:30am,CS2
darchevile,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Kills,22.5,2024-12-19,11:30am,CS2
Djon8,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Headshots,18.0,2024-12-19,11:30am,CS2
yuramyata,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Headshots,10.5,2024-12-19,11:30am,CS2
h1ghnesS,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Headshots,15.5,2024-12-19,11:30am,CS2
SoLb,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Headshots,13.5,2024-12-19,11:30am,CS2
takanashi,FLuffy Gangsters,Anonymo MAPS 1-2,MAPS 1-2 Headshots,14.0,2024-12-19,11:30am,CS2
Melavi,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Headshots,12.5,2024-12-19,11:30am,CS2
chudy,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,11:30am,CS2
Enzo,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Headshots,13.5,2024-12-19,11:30am,CS2
Nami,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Headshots,13.0,2024-12-19,11:30am,CS2
darchevile,Anonymo,FLuffy Gangsters MAPS 1-2,MAPS 1-2 Headshots,12.0,2024-12-19,11:30am,CS2
Andrew Wiggins,GSW,MEM,Pts+Rebs+Asts,21.5,2024-12-19,05:10pm,NBA
Ja Morant,MEM,GSW,Pts+Rebs+Asts,36.5,2024-12-19,05:10pm,NBA
Draymond Green,GSW,MEM,Pts+Rebs+Asts,19.5,2024-12-19,05:10pm,NBA
Desmond Bane,MEM,GSW 1st Half,Points,8.0,2024-12-19,05:10pm,NBA1H
