Name,Team,Opponent,Stat,Line,Date,Time,Sport
Bogdan Bogdanovic,ATL,SAS 1st Half,Points,6.0,2024-12-19,05:10pm,NBA1H
Bogdan Bogdanovic,ATL,SAS,Pts+Rebs+Asts,18.0,2024-12-19,05:10pm,NBA
Bogdan Bogdanovic,ATL,SAS 1st Half,Pts+Rebs+Asts,8.5,2024-12-19,05:10pm,NBA1H
Bogdan Bogdanovic,ATL,SAS,Pts+Rebs,15.0,2024-12-19,05:10pm,NBA
s4ltovsk1yy,kONO,Preasy MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,01:00am,CS2
Chris Paul,SAS,ATL 1Q,Assists,2.5,2024-12-19,05:00pm,NBA1Q
Chris Paul,SAS,ATL,Pts+Rebs,13.0,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL 1st Half,Pts+Rebs+Asts,12.0,2024-12-19,05:10pm,NBA1H
Chris Paul,SAS,ATL,Pts+Rebs+Asts,22.0,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL,Points,8.5,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL,Pts+Asts,18.5,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL,Rebs+Asts,13.0,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL 1st Half,Points,5.0,2024-12-19,05:10pm,NBA1H
Chris Paul,SAS,ATL,3-PT Made,1.5,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL,Assists,9.0,2024-12-19,05:10pm,NBA
Jayden Daniels,WAS,PHI,Rush Yards,40.5,2024-12-22,10:00am,NFL
Jayden Daniels,WAS,PHI,Pass Yards,215.5,2024-12-22,10:00am,NFL
Jayden Daniels,WAS,PHI 1st Half,Pass Yards,110.5,2024-12-22,10:00am,NFL1H
Jayden Daniels,WAS,PHI 1st Half,Rush Yards,20.5,2024-12-22,10:00am,NFL1H
Drake Maye,NE,BUF 1st Half,Rush Yards,13.5,2024-12-22,01:25pm,NFL1H
Drake Maye,NE,BUF,Pass Yards,207.5,2024-12-22,01:25pm,NFL
Drake Maye,NE,BUF,Rush Yards,26.5,2024-12-22,01:25pm,NFL
Drake Maye,NE,BUF 1st Half,Pass Yards,106.5,2024-12-22,01:25pm,NFL1H
amster,kONO,Preasy MAPS 1-2,MAPS 1-2 Kills,30.0,2024-12-19,01:00am,CS2
Clint Capela,ATL,SAS 1Q,Rebounds,2.5,2024-12-19,05:00pm,NBA1Q
Clint Capela,ATL,SAS,Pts+Rebs,21.5,2024-12-19,05:10pm,NBA
Clint Capela,ATL,SAS,Rebs+Asts,12.5,2024-12-19,05:10pm,NBA
Clint Capela,ATL,SAS,Pts+Asts,11.5,2024-12-19,05:10pm,NBA
Clint Capela,ATL,SAS,Points,10.5,2024-12-19,05:10pm,NBA
Clint Capela,ATL,SAS 1st Half,Points,5.0,2024-12-19,05:10pm,NBA1H
Clint Capela,ATL,SAS,Pts+Rebs+Asts,22.5,2024-12-19,05:10pm,NBA
Clint Capela,ATL,SAS,Rebounds,10.5,2024-12-19,05:10pm,NBA
Clint Capela,ATL,SAS 1st Half,Pts+Rebs+Asts,10.5,2024-12-19,05:10pm,NBA1H
Jalen Hurts,PHI,WAS 1st Half,Rush Yards,20.5,2024-12-22,10:00am,NFL1H
Jalen Hurts,PHI,WAS,Rush Yards,39.5,2024-12-22,10:00am,NFL
Jalen Hurts,PHI,WAS 1st Half,Pass Yards,102.5,2024-12-22,10:00am,NFL1H
Jalen Hurts,PHI,WAS,Pass Yards,202.5,2024-12-22,10:00am,NFL
Rhamondre Stevenson,NE,BUF 1st Half,Rush Yards,21.5,2024-12-22,01:25pm,NFL1H
Rhamondre Stevenson,NE,BUF,Rush Yards,44.5,2024-12-22,01:25pm,NFL
nifee,kONO,Preasy MAPS 1-2,MAPS 1-2 Kills,27.5,2024-12-19,01:00am,CS2
Devin Vassell,SAS,ATL 1Q,Rebounds,0.5,2024-12-19,05:00pm,NBA1Q
Devin Vassell,SAS,ATL 1Q,Assists,0.5,2024-12-19,05:00pm,NBA1Q
Devin Vassell,SAS,ATL,Pts+Rebs+Asts,20.0,2024-12-19,05:10pm,NBA
Devin Vassell,SAS,ATL 1st Half,Pts+Rebs+Asts,10.0,2024-12-19,05:10pm,NBA1H
Devin Vassell,SAS,ATL 1st Half,Points,8.0,2024-12-19,05:10pm,NBA1H
Devin Vassell,SAS,ATL,Points,14.5,2024-12-19,05:10pm,NBA
Devin Vassell,SAS,ATL,Pts+Asts,18.5,2024-12-19,05:10pm,NBA
Devin Vassell,SAS,ATL,Rebs+Asts,5.5,2024-12-19,05:10pm,NBA
Devin Vassell,SAS,ATL,Pts+Rebs,17.5,2024-12-19,05:10pm,NBA
Terry McLaurin,WAS,PHI 1st Half,Receiving Yards,35.5,2024-12-22,10:00am,NFL1H
Terry McLaurin,WAS,PHI,Receiving Yards,65.5,2024-12-22,10:00am,NFL
Hunter Henry,NE,BUF 1st Half,Receiving Yards,20.5,2024-12-22,01:25pm,NFL1H
Hunter Henry,NE,BUF,Receiving Yards,40.5,2024-12-22,01:25pm,NFL
byr9,kONO,Preasy MAPS 1-2,MAPS 1-2 Kills,27.0,2024-12-19,01:00am,CS2
De'Andre Hunter,ATL,SAS 1Q,Points,4.5,2024-12-19,05:00pm,NBA1Q
De'Andre Hunter,ATL,SAS 1st Half,Pts+Rebs+Asts,11.5,2024-12-19,05:10pm,NBA1H
De'Andre Hunter,ATL,SAS,Pts+Asts,19.5,2024-12-19,05:10pm,NBA
De'Andre Hunter,ATL,SAS 1st Half,Points,9.0,2024-12-19,05:10pm,NBA1H
De'Andre Hunter,ATL,SAS,Points,18.0,2024-12-19,05:10pm,NBA
De'Andre Hunter,ATL,SAS,Pts+Rebs,22.5,2024-12-19,05:10pm,NBA
De'Andre Hunter,ATL,SAS,Pts+Rebs+Asts,24.0,2024-12-19,05:10pm,NBA
Viggo,Preasy,kONO MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,01:00am,CS2
Harrison Barnes,SAS,ATL 1Q,Points,2.5,2024-12-19,05:00pm,NBA1Q
Harrison Barnes,SAS,ATL,Pts+Asts,12.5,2024-12-19,05:10pm,NBA
Harrison Barnes,SAS,ATL,Turnovers,0.5,2024-12-19,05:10pm,NBA
Harrison Barnes,SAS,ATL,Pts+Rebs,15.0,2024-12-19,05:10pm,NBA
Harrison Barnes,SAS,ATL 1st Half,Points,6.0,2024-12-19,05:10pm,NBA1H
Harrison Barnes,SAS,ATL 1st Half,Pts+Rebs+Asts,9.0,2024-12-19,05:10pm,NBA1H
Harrison Barnes,SAS,ATL,Points,10.5,2024-12-19,05:10pm,NBA
Harrison Barnes,SAS,ATL,Pts+Rebs+Asts,16.5,2024-12-19,05:10pm,NBA
Harrison Barnes,SAS,ATL,Rebounds,4.0,2024-12-19,05:10pm,NBA
Beccie,Preasy,kONO MAPS 1-2,MAPS 1-2 Kills,29.0,2024-12-19,01:00am,CS2
Dyson Daniels,ATL,SAS 1st Half,Pts+Rebs+Asts,10.5,2024-12-19,05:10pm,NBA1H
Dyson Daniels,ATL,SAS,Rebs+Asts,9.0,2024-12-19,05:10pm,NBA
Dyson Daniels,ATL,SAS,Pts+Asts,15.0,2024-12-19,05:10pm,NBA
Dyson Daniels,ATL,SAS,Pts+Rebs,17.5,2024-12-19,05:10pm,NBA
Dyson Daniels,ATL,SAS,Pts+Rebs+Asts,21.0,2024-12-19,05:10pm,NBA
Dyson Daniels,ATL,SAS,Rebounds,5.5,2024-12-19,05:10pm,NBA
Dyson Daniels,ATL,SAS,Points,11.5,2024-12-19,05:10pm,NBA
Dyson Daniels,ATL,SAS 1st Half,Points,6.0,2024-12-19,05:10pm,NBA1H
Dyson Daniels,ATL,SAS,Turnovers,1.5,2024-12-19,05:10pm,NBA
Griller,Preasy,kONO MAPS 1-2,MAPS 1-2 Kills,26.5,2024-12-19,01:00am,CS2
Jeremy Sochan,SAS,ATL 1Q,Points,4.0,2024-12-19,05:00pm,NBA1Q
Jeremy Sochan,SAS,ATL,Rebs+Asts,11.0,2024-12-19,05:10pm,NBA
Jeremy Sochan,SAS,ATL 1st Half,Points,8.0,2024-12-19,05:10pm,NBA1H
Jeremy Sochan,SAS,ATL,Points,15.0,2024-12-19,05:10pm,NBA
Jeremy Sochan,SAS,ATL,Pts+Rebs,23.5,2024-12-19,05:10pm,NBA
Jeremy Sochan,SAS,ATL,Assists,2.5,2024-12-19,05:10pm,NBA
Jeremy Sochan,SAS,ATL,Pts+Asts,17.5,2024-12-19,05:10pm,NBA
Jeremy Sochan,SAS,ATL,Pts+Rebs+Asts,26.5,2024-12-19,05:10pm,NBA
Jeremy Sochan,SAS,ATL 1st Half,Pts+Rebs+Asts,13.5,2024-12-19,05:10pm,NBA1H
Equip,Preasy,kONO MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,01:00am,CS2
Jalen Johnson,ATL,SAS 1Q,Points,4.5,2024-12-19,05:00pm,NBA1Q
Jalen Johnson,ATL,SAS,Pts+Rebs+Asts,35.0,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS,Pts+Rebs,29.5,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS,Points,19.5,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS,Assists,5.0,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS 1st Half,Points,9.5,2024-12-19,05:10pm,NBA1H
Jalen Johnson,ATL,SAS,Rebs+Asts,15.0,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS,Pts+Asts,24.5,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS,Rebounds,10.0,2024-12-19,05:10pm,NBA
Jalen Johnson,ATL,SAS 1st Half,Pts+Rebs+Asts,17.5,2024-12-19,05:10pm,NBA1H
AcilioN,Preasy,kONO MAPS 1-2,MAPS 1-2 Kills,24.5,2024-12-19,01:00am,CS2
Julian Champagnie,SAS,ATL,3-PT Made,2.5,2024-12-19,05:10pm,NBA
Julian Champagnie,SAS,ATL,Points,12.5,2024-12-19,05:10pm,NBA
Julian Champagnie,SAS,ATL,Rebounds,5.0,2024-12-19,05:10pm,NBA
Julian Champagnie,SAS,ATL 1st Half,Pts+Rebs+Asts,10.0,2024-12-19,05:10pm,NBA1H
Julian Champagnie,SAS,ATL,Pts+Asts,13.5,2024-12-19,05:10pm,NBA
Julian Champagnie,SAS,ATL,Pts+Rebs+Asts,18.5,2024-12-19,05:10pm,NBA
Julian Champagnie,SAS,ATL 1st Half,Points,7.0,2024-12-19,05:10pm,NBA1H
Julian Champagnie,SAS,ATL,Pts+Rebs,17.5,2024-12-19,05:10pm,NBA
kensizor,kONO,Preasy MAPS 1-2,MAPS 1-2 Headshots,23.0,2024-12-19,01:00am,CS2
Onyeka Okongwu,ATL,SAS 1Q,Rebounds,1.5,2024-12-19,05:00pm,NBA1Q
Onyeka Okongwu,ATL,SAS 1st Half,Points,5.5,2024-12-19,05:10pm,NBA1H
Onyeka Okongwu,ATL,SAS 1st Half,Pts+Rebs+Asts,9.5,2024-12-19,05:10pm,NBA1H
s4ltovsk1yy,kONO,Preasy MAPS 1-2,MAPS 1-2 Headshots,13.0,2024-12-19,01:00am,CS2
Stephon Castle,SAS,ATL 1st Half,Points,4.5,2024-12-19,05:10pm,NBA1H
Stephon Castle,SAS,ATL 1st Half,Pts+Rebs+Asts,7.5,2024-12-19,05:10pm,NBA1H
Stephon Castle,SAS,ATL,Rebs+Asts,5.5,2024-12-19,05:10pm,NBA
Stephon Castle,SAS,ATL,Pts+Rebs,10.5,2024-12-19,05:10pm,NBA
Stephon Castle,SAS,ATL,Points,8.5,2024-12-19,05:10pm,NBA
Stephon Castle,SAS,ATL,Pts+Rebs+Asts,14.0,2024-12-19,05:10pm,NBA
amster,kONO,Preasy MAPS 1-2,MAPS 1-2 Headshots,13.5,2024-12-19,01:00am,CS2
Trae Young,ATL,SAS 1Q,Points,4.5,2024-12-19,05:00pm,NBA1Q
Trae Young,ATL,SAS 1st Half,Pts+Rebs+Asts,18.0,2024-12-19,05:10pm,NBA1H
Trae Young,ATL,SAS,Pts+Rebs+Asts,37.0,2024-12-19,05:10pm,NBA
Trae Young,ATL,SAS,Pts+Asts,33.0,2024-12-19,05:10pm,NBA
Trae Young,ATL,SAS,Points,21.5,2024-12-19,05:10pm,NBA
Trae Young,ATL,SAS,Pts+Rebs,25.5,2024-12-19,05:10pm,NBA
Trae Young,ATL,SAS,Rebs+Asts,15.0,2024-12-19,05:10pm,NBA
Trae Young,ATL,SAS 1st Half,Points,10.5,2024-12-19,05:10pm,NBA1H
Trae Young,ATL,SAS,Assists,11.5,2024-12-19,05:10pm,NBA
nifee,kONO,Preasy MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,01:00am,CS2
Victor Wembanyama,SAS,ATL 1Q,Points,5.0,2024-12-19,05:00pm,NBA1Q
Victor Wembanyama,SAS,ATL,Turnovers,3.5,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL 1st Half,Pts+Rebs+Asts,20.5,2024-12-19,05:10pm,NBA1H
Victor Wembanyama,SAS,ATL,Pts+Asts,29.0,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL 1st Half,Points,13.0,2024-12-19,05:10pm,NBA1H
Victor Wembanyama,SAS,ATL,Rebs+Asts,15.5,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL,Blocked Shots,3.5,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL,Points,24.0,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL,Pts+Rebs+Asts,40.5,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL,3-PT Made,2.5,2024-12-19,05:10pm,NBA
Victor Wembanyama,SAS,ATL,Pts+Rebs,36.0,2024-12-19,05:10pm,NBA
byr9,kONO,Preasy MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,01:00am,CS2
Zaccharie Risacher,ATL,SAS 1Q,Points,3.0,2024-12-19,05:00pm,NBA1Q
Zaccharie Risacher,ATL,SAS 1st Half,Points,5.0,2024-12-19,05:10pm,NBA1H
Zaccharie Risacher,ATL,SAS 1st Half,Pts+Rebs+Asts,7.5,2024-12-19,05:10pm,NBA1H
Zaccharie Risacher,ATL,SAS,Pts+Rebs,13.0,2024-12-19,05:10pm,NBA
Zaccharie Risacher,ATL,SAS,Points,9.5,2024-12-19,05:10pm,NBA
Zaccharie Risacher,ATL,SAS,Pts+Rebs+Asts,14.5,2024-12-19,05:10pm,NBA
Zaccharie Risacher,ATL,SAS,Pts+Asts,11.5,2024-12-19,05:10pm,NBA
Saquon Barkley,PHI,WAS,Rush Yards,98.5,2024-12-22,10:00am,NFL
Saquon Barkley,PHI,WAS 1st Half,Rush Yards,47.5,2024-12-22,10:00am,NFL1H
Viggo,Preasy,kONO MAPS 1-2,MAPS 1-2 Headshots,17.5,2024-12-19,01:00am,CS2
Keldon Johnson,SAS,ATL 1st Half,Points,5.5,2024-12-19,05:10pm,NBA1H
Keldon Johnson,SAS,ATL 1st Half,Pts+Rebs+Asts,8.5,2024-12-19,05:10pm,NBA1H
Keldon Johnson,SAS,ATL,Pts+Rebs+Asts,16.5,2024-12-19,05:10pm,NBA
Keldon Johnson,SAS,ATL,Rebounds,4.5,2024-12-19,05:10pm,NBA
Chris Paul,SAS,ATL,Blks+Stls,1.5,2024-12-19,05:10pm,NBA
Keldon Johnson,SAS,ATL,Steals,0.5,2024-12-19,05:10pm,NBA
Keldon Johnson,SAS,ATL,Pts+Rebs,15.5,2024-12-19,05:10pm,NBA
Keldon Johnson,SAS,ATL,Points,10.5,2024-12-19,05:10pm,NBA
Beccie,Preasy,kONO MAPS 1-2,MAPS 1-2 Headshots,17.5,2024-12-19,01:00am,CS2
Julian Champagnie,SAS,ATL,Blks+Stls,1.5,2024-12-19,05:10pm,NBA
Griller,Preasy,kONO MAPS 1-2,MAPS 1-2 Headshots,15.5,2024-12-19,01:00am,CS2
Victor Wembanyama,SAS,ATL,Blks+Stls,4.5,2024-12-19,05:10pm,NBA
Equip,Preasy,kONO MAPS 1-2,MAPS 1-2 Headshots,12.5,2024-12-19,01:00am,CS2
AcilioN,Preasy,kONO MAPS 1-2,MAPS 1-2 Headshots,10.5,2024-12-19,01:00am,CS2
mhL,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Kills,33.5,2024-12-19,01:00am,CS2
tomiko,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Kills,31.5,2024-12-19,01:00am,CS2
AMSALEM,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,01:00am,CS2
maaryy,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,01:00am,CS2
mASKED,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,01:00am,CS2
myltsi,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,01:00am,CS2
teme,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Kills,30.5,2024-12-19,01:00am,CS2
Schwarz,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Kills,29.5,2024-12-19,01:00am,CS2
2high,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Kills,28.5,2024-12-19,01:00am,CS2
millert,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Kills,25.5,2024-12-19,01:00am,CS2
mhL,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Headshots,11.0,2024-12-19,01:00am,CS2
tomiko,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Headshots,18.5,2024-12-19,01:00am,CS2
AMSALEM,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Headshots,15.0,2024-12-19,01:00am,CS2
maaryy,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,01:00am,CS2
mASKED,los kogutos,ENCE Academy MAPS 1-2,MAPS 1-2 Headshots,12.5,2024-12-19,01:00am,CS2
myltsi,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Headshots,17.0,2024-12-19,01:00am,CS2
teme,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Headshots,14.5,2024-12-19,01:00am,CS2
Schwarz,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Headshots,16.0,2024-12-19,01:00am,CS2
2high,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Headshots,13.5,2024-12-19,01:00am,CS2
millert,ENCE Academy,los kogutos MAPS 1-2,MAPS 1-2 Headshots,9.0,2024-12-19,01:00am,CS2
Amir Coffey,LAC,DAL 1st Half,Points,5.0,2024-12-19,05:40pm,NBA1H
Amir Coffey,LAC,DAL 1st Half,Pts+Rebs+Asts,7.5,2024-12-19,05:40pm,NBA1H
Amir Coffey,LAC,DAL,Points,9.5,2024-12-19,05:40pm,NBA
Amir Coffey,LAC,DAL,Pts+Rebs+Asts,14.5,2024-12-19,05:40pm,NBA
Amir Coffey,LAC,DAL,Pts+Rebs,12.5,2024-12-19,05:40pm,NBA
Joe Burrow,CIN,CLE 1st Half,Pass Yards,135.5,2024-12-22,10:00am,NFL1H
Joe Burrow,CIN,CLE,Pass Yards,279.5,2024-12-22,10:00am,NFL
Ivica Zubac,LAC,DAL 1st Half,Points,7.0,2024-12-19,05:40pm,NBA1H
Ivica Zubac,LAC,DAL,Pts+Asts,16.5,2024-12-19,05:40pm,NBA
Ivica Zubac,LAC,DAL 1st Half,Pts+Rebs+Asts,13.5,2024-12-19,05:40pm,NBA1H
Ivica Zubac,LAC,DAL,Pts+Rebs+Asts,28.5,2024-12-19,05:40pm,NBA
Ivica Zubac,LAC,DAL,Pts+Rebs,25.0,2024-12-19,05:40pm,NBA
Ivica Zubac,LAC,DAL,Blks+Stls,1.5,2024-12-19,05:40pm,NBA
Ivica Zubac,LAC,DAL,Rebs+Asts,13.5,2024-12-19,05:40pm,NBA
Ivica Zubac,LAC,DAL,Points,14.0,2024-12-19,05:40pm,NBA
Ja'Marr Chase,CIN,CLE,Receiving Yards,86.5,2024-12-22,10:00am,NFL
Ja'Marr Chase,CIN,CLE 1st Half,Receiving Yards,44.5,2024-12-22,10:00am,NFL1H
James Harden,LAC,DAL,Pts+Rebs,28.0,2024-12-19,05:40pm,NBA
James Harden,LAC,DAL,Rebs+Asts,12.5,2024-12-19,05:40pm,NBA
James Harden,LAC,DAL 1st Half,Pts+Rebs+Asts,18.5,2024-12-19,05:40pm,NBA1H
James Harden,LAC,DAL,Assists,7.5,2024-12-19,05:40pm,NBA
James Harden,LAC,DAL,Rebounds,5.0,2024-12-19,05:40pm,NBA
James Harden,LAC,DAL,Pts+Rebs+Asts,35.5,2024-12-19,05:40pm,NBA
James Harden,LAC,DAL 1st Half,Points,12.0,2024-12-19,05:40pm,NBA1H
James Harden,LAC,DAL,Points,23.0,2024-12-19,05:40pm,NBA
James Harden,LAC,DAL,Pts+Asts,31.0,2024-12-19,05:40pm,NBA
Tee Higgins,CIN,CLE 1st Half,Receiving Yards,35.5,2024-12-22,10:00am,NFL1H
Tee Higgins,CIN,CLE,Receiving Yards,68.5,2024-12-22,10:00am,NFL
Kevin Porter Jr.,LAC,DAL,Rebs+Asts,6.5,2024-12-19,05:40pm,NBA
Kevin Porter Jr.,LAC,DAL,Pts+Rebs+Asts,18.0,2024-12-19,05:40pm,NBA
Kris Dunn,LAC,DAL,Pts+Asts,9.0,2024-12-19,05:40pm,NBA
Kris Dunn,LAC,DAL,Points,6.5,2024-12-19,05:40pm,NBA
Kris Dunn,LAC,DAL 1st Half,Pts+Rebs+Asts,6.0,2024-12-19,05:40pm,NBA1H
Norman Powell,LAC,DAL,Pts+Rebs,25.5,2024-12-19,05:40pm,NBA
Norman Powell,LAC,DAL 1st Half,Pts+Rebs+Asts,13.5,2024-12-19,05:40pm,NBA1H
Norman Powell,LAC,DAL 1st Half,Points,11.0,2024-12-19,05:40pm,NBA1H
Norman Powell,LAC,DAL,Points,22.5,2024-12-19,05:40pm,NBA
Norman Powell,LAC,DAL,Pts+Asts,24.5,2024-12-19,05:40pm,NBA
Norman Powell,LAC,DAL,Pts+Rebs+Asts,27.5,2024-12-19,05:40pm,NBA
P.J. Washington,DAL,LAC,Pts+Asts,18.5,2024-12-19,05:40pm,NBA
P.J. Washington,DAL,LAC,Assists,2.5,2024-12-19,05:40pm,NBA
Chase Brown,CIN,CLE 1st Half,Rush Yards,37.5,2024-12-22,10:00am,NFL1H
Chase Brown,CIN,CLE,Rush Yards,75.5,2024-12-22,10:00am,NFL
Pascal Siakam,IND,PHX,Pts+Asts,22.5,2024-12-19,06:10pm,NBA
Pascal Siakam,IND,PHX 1st Half,Pts+Rebs+Asts,15.0,2024-12-19,06:10pm,NBA1H
Pascal Siakam,IND,PHX,3-PT Made,1.5,2024-12-19,06:10pm,NBA
Pascal Siakam,IND,PHX,Points,20.0,2024-12-19,06:10pm,NBA
Pascal Siakam,IND,PHX 1st Half,Points,10.5,2024-12-19,06:10pm,NBA1H
Pascal Siakam,IND,PHX,Pts+Rebs+Asts,30.0,2024-12-19,06:10pm,NBA
Pascal Siakam,IND,PHX,Rebounds,6.5,2024-12-19,06:10pm,NBA
Pascal Siakam,IND,PHX,Pts+Rebs,26.5,2024-12-19,06:10pm,NBA
Pascal Siakam,IND,PHX,Turnovers,1.5,2024-12-19,06:10pm,NBA
Devin Booker,PHX,IND,Pts+Asts,32.5,2024-12-19,06:10pm,NBA
Devin Booker,PHX,IND 1st Half,Points,13.5,2024-12-19,06:10pm,NBA1H
Devin Booker,PHX,IND,Assists,5.5,2024-12-19,06:10pm,NBA
Devin Booker,PHX,IND,Points,26.5,2024-12-19,06:10pm,NBA
Devin Booker,PHX,IND,Turnovers,2.5,2024-12-19,06:10pm,NBA
Devin Booker,PHX,IND 1st Half,Pts+Rebs+Asts,18.5,2024-12-19,06:10pm,NBA1H
Devin Booker,PHX,IND,3-PT Made,2.5,2024-12-19,06:10pm,NBA
Devin Booker,PHX,IND,Rebs+Asts,9.5,2024-12-19,06:10pm,NBA
Tyrese Haliburton,IND,PHX 1st Half,Points,9.5,2024-12-19,06:10pm,NBA1H
Tyrese Haliburton,IND,PHX,Pts+Asts,27.5,2024-12-19,06:10pm,NBA
Tyrese Haliburton,IND,PHX,Points,18.5,2024-12-19,06:10pm,NBA
Tyrese Haliburton,IND,PHX,Pts+Rebs,22.0,2024-12-19,06:10pm,NBA
Tyrese Haliburton,IND,PHX 1st Half,Pts+Rebs+Asts,15.5,2024-12-19,06:10pm,NBA1H
Tyrese Haliburton,IND,PHX,Assists,8.5,2024-12-19,06:10pm,NBA
Tyrese Haliburton,IND,PHX,Rebs+Asts,12.0,2024-12-19,06:10pm,NBA
Tyrese Haliburton,IND,PHX,Pts+Rebs+Asts,30.5,2024-12-19,06:10pm,NBA
Bradley Beal,PHX,IND,Pts+Rebs+Asts,23.5,2024-12-19,06:10pm,NBA
Bradley Beal,PHX,IND,Points,15.5,2024-12-19,06:10pm,NBA
Bradley Beal,PHX,IND,Pts+Rebs,20.0,2024-12-19,06:10pm,NBA
Bradley Beal,PHX,IND 1st Half,Points,8.0,2024-12-19,06:10pm,NBA1H
Bradley Beal,PHX,IND,Pts+Asts,18.5,2024-12-19,06:10pm,NBA
Bradley Beal,PHX,IND 1st Half,Pts+Rebs+Asts,12.0,2024-12-19,06:10pm,NBA1H
Myles Turner,IND,PHX,Blocked Shots,1.5,2024-12-19,06:10pm,NBA
Myles Turner,IND,PHX 1st Half,Pts+Rebs+Asts,11.5,2024-12-19,06:10pm,NBA1H
Myles Turner,IND,PHX,Pts+Rebs,21.0,2024-12-19,06:10pm,NBA
Myles Turner,IND,PHX 1st Half,Points,7.0,2024-12-19,06:10pm,NBA1H
Myles Turner,IND,PHX,Pts+Rebs+Asts,21.5,2024-12-19,06:10pm,NBA
Myles Turner,IND,PHX,Points,13.5,2024-12-19,06:10pm,NBA
Kevin Durant,PHX,IND 1st Half,Pts+Rebs+Asts,18.0,2024-12-19,06:10pm,NBA1H
Kevin Durant,PHX,IND,Pts+Rebs+Asts,34.5,2024-12-19,06:10pm,NBA
Kevin Durant,PHX,IND,Pts+Asts,28.0,2024-12-19,06:10pm,NBA
Kevin Durant,PHX,IND,Points,24.5,2024-12-19,06:10pm,NBA
Kevin Durant,PHX,IND 1st Half,Points,12.5,2024-12-19,06:10pm,NBA1H
Kevin Durant,PHX,IND,Pts+Rebs,31.0,2024-12-19,06:10pm,NBA
Kevin Durant,PHX,IND,Rebs+Asts,9.5,2024-12-19,06:10pm,NBA
Bennedict Mathurin,IND,PHX 1st Half,Points,7.5,2024-12-19,06:10pm,NBA1H
Bennedict Mathurin,IND,PHX,Pts+Rebs+Asts,22.5,2024-12-19,06:10pm,NBA
Bennedict Mathurin,IND,PHX,Pts+Asts,16.5,2024-12-19,06:10pm,NBA
Bennedict Mathurin,IND,PHX 1st Half,Pts+Rebs+Asts,12.0,2024-12-19,06:10pm,NBA1H
Bennedict Mathurin,IND,PHX,Points,16.0,2024-12-19,06:10pm,NBA
Bennedict Mathurin,IND,PHX,Pts+Rebs,22.0,2024-12-19,06:10pm,NBA
Bennedict Mathurin,IND,PHX,Rebs+Asts,7.5,2024-12-19,06:10pm,NBA
Jusuf Nurkic,PHX,IND,Points,8.5,2024-12-19,06:10pm,NBA
Jusuf Nurkic,PHX,IND,Blocked Shots,0.5,2024-12-19,06:10pm,NBA
Jusuf Nurkic,PHX,IND,Pts+Rebs,20.0,2024-12-19,06:10pm,NBA
